labeling_type,dosage_form,route_of_administration,marketing_category,application_number,proprietaryname,generic_proper_name,spl_effective_date ,established_pharmacologic_class,initia_us_approval,company,marketing_date,ndc,active_ingredient_unii,active_ingredients,active_moiety_names,active_moiety_unii
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Cockroach American; Fire Ant; German Cockroach; Horse Fly; House Fly; Mosquito,COCKROACH AMERICAN; FIRE ANT; GERMAN COCKROACH; HORSE FLY; HOUSE FLY; MOSQUITO,12/11/2009,Non-Standardized Insect Allergenic Extract; Non-Standardized Insect Venom Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1783; 36987-1791; 36987-1799; 36987-1809; 36987-1817; 36987-1841,2RQ1L9N089; 5O7CR4P444; BN2DNW66IQ; G9O67I0A8Q; PV7823W303,"AEDES TAENIORHYNCHUS; ALLERGENIC EXTRACT- COCKROACH PERIPLANETA AMERICANA; ALLERGENIC EXTRACT- COCKROACH, GERMAN BLATELLA GERMANICA; MUSCA DOMESTICA; SOLENOPSIS INVICTA","AEDES TAENIORHYNCHUS; ALLERGENIC EXTRACT- COCKROACH PERIPLANETA AMERICANA; ALLERGENIC EXTRACT- COCKROACH, GERMAN BLATELLA GERMANICA; MUSCA DOMESTICA; SOLENOPSIS INVICTA",2RQ1L9N089; 5O7CR4P444; BN2DNW66IQ; G9O67I0A8Q; PV7823W303
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Cockroach American; Fire Ant; German Cockroach; Horse Fly; House Fly; Mosquito,COCKROACH AMERICAN; FIRE ANT; GERMAN COCKROACH; HORSE FLY; HOUSE FLY; MOSQUITO,12/11/2009,Non-Standardized Insect Allergenic Extract; Non-Standardized Insect Venom Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1780; 36987-1788; 36987-1796; 36987-1806; 36987-1814; 36987-1838,2RQ1L9N089; 5O7CR4P444; BN2DNW66IQ; G9O67I0A8Q; PV7823W303,"AEDES TAENIORHYNCHUS; ALLERGENIC EXTRACT- COCKROACH PERIPLANETA AMERICANA; ALLERGENIC EXTRACT- COCKROACH, GERMAN BLATELLA GERMANICA; MUSCA DOMESTICA; SOLENOPSIS INVICTA","AEDES TAENIORHYNCHUS; ALLERGENIC EXTRACT- COCKROACH PERIPLANETA AMERICANA; ALLERGENIC EXTRACT- COCKROACH, GERMAN BLATELLA GERMANICA; MUSCA DOMESTICA; SOLENOPSIS INVICTA",2RQ1L9N089; 5O7CR4P444; BN2DNW66IQ; G9O67I0A8Q; PV7823W303
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Cockroach American; Fire Ant; German Cockroach; Horse Fly; House Fly; Mosquito,COCKROACH AMERICAN; FIRE ANT; GERMAN COCKROACH; HORSE FLY; HOUSE FLY; MOSQUITO,12/11/2009,Non-Standardized Insect Allergenic Extract; Non-Standardized Insect Venom Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1784; 36987-1792; 36987-1800; 36987-1810; 36987-1818; 36987-1842,2RQ1L9N089; 5O7CR4P444; BN2DNW66IQ; G9O67I0A8Q; PV7823W303,"AEDES TAENIORHYNCHUS; ALLERGENIC EXTRACT- COCKROACH PERIPLANETA AMERICANA; ALLERGENIC EXTRACT- COCKROACH, GERMAN BLATELLA GERMANICA; MUSCA DOMESTICA; SOLENOPSIS INVICTA","AEDES TAENIORHYNCHUS; ALLERGENIC EXTRACT- COCKROACH PERIPLANETA AMERICANA; ALLERGENIC EXTRACT- COCKROACH, GERMAN BLATELLA GERMANICA; MUSCA DOMESTICA; SOLENOPSIS INVICTA",2RQ1L9N089; 5O7CR4P444; BN2DNW66IQ; G9O67I0A8Q; PV7823W303
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Coffee; Cottonseed; Flaxseed,COFFEE; COTTONSEED; FLAXSEED,11/12/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract,,ANTIGEN LABORATORIES INC,1974/03/23-,49288-0100; 49288-0116; 49288-0201,3SW678MX72; 4110YT348C; DI0ZRJ0MXN,ARABICA COFFEE BEAN; COTTON SEED; FLAX SEED,ARABICA COFFEE BEAN; COTTON SEED; FLAX SEED,3SW678MX72; 4110YT348C; DI0ZRJ0MXN
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRALESIONAL,BLA,125338,XIAFLEX,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,4/5/2024,Collagen-specific Enzyme,2010,ENDO USA INC,2010/02/22-,66887-003,9X7O8V25IT,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,9X7O8V25IT
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRALESIONAL,BLA,761146,Qwo,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES,7/22/2022,Collagen-specific Enzyme,2020,ENDO AESTHETICS LLC,completed:2021/02/01-2025/01/31,73611-300,9X7O8V25IT,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,9X7O8V25IT
HUMAN PRESCRIPTION DRUG LABEL,OINTMENT,TOPICAL,BLA,101995,COLLAGENASE SANTYL,COLLAGENASE SANTYL,5/17/2019,Collagen-specific Enzyme,,SMITH AND NEPHEW INC,2006/10/18-,50484-010,9X7O8V25IT,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,9X7O8V25IT
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,BLA,101099,North American Coral Snake Antivenin (Equine),CORAL SNAKE (MICRURUS FULVIUS) IMMUNE GLOBULIN ANTIVENIN (EQUINE),11/22/2022,,1967,WYETH PHARMACEUTICALS LLC A SUBSIDIARY OF PFIZER INC,2016/10/12-,0008-0423,Y605XBM2GL,CORAL SNAKE (MICRURUS FULVIUS) IMMUNE GLOBULIN ANTIVENIN (EQUINE),CORAL SNAKE (MICRURUS FULVIUS) IMMUNE GLOBULIN ANTIVENIN (EQUINE),Y605XBM2GL
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,020162,Acthrel,CORTICORELIN OVINE TRIFLUTATE,11/12/2021,,,FERRING PHARMACEUTICALS INC,1997/11/10-,55566-0302,56X54T817Q,CORTICORELIN OVINE TRIFLUTATE,CORTICORELIN OVINE,Y124TZ0513
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Cotton Linters; Jute; Kapok; Leaf Tobacco; Orris Root; Pyrethrum,COTTON LINTERS; JUTE; KAPOK; LEAF TOBACCO; ORRIS ROOT; PYRETHRUM,11/13/2009,Non-Standardized Plant Allergenic Extract; Non-Standardized Plant Fiber Allergenic Extract,,ANTIGEN LABORATORIES INC,1974/03/23-; 1992/04/13-,49288-0154; 49288-0272; 49288-0285; 49288-0343; 49288-0344; 49288-0403; 49288-0581; 49288-0582; 49288-0583,6YR2608RSU; 70LDW53ROO; 758Z9H9WV9; CGF76TP7X6; M30XO5X4XD; TVA75O7S63,CEIBA PENTANDRA FIBER; CORCORUS CAPSULARIS FIBER; COTTON FIBER; IRIS GERMANICA VAR. FLORENTINA ROOT; PYRETHRUM CINERARIIFOLIUM; TOBACCO LEAF,CEIBA PENTANDRA FIBER; CORCORUS CAPSULARIS FIBER; COTTON FIBER; IRIS GERMANICA VAR. FLORENTINA ROOT; PYRETHRUM CINERARIIFOLIUM; TOBACCO LEAF,6YR2608RSU; 70LDW53ROO; 758Z9H9WV9; CGF76TP7X6; M30XO5X4XD; TVA75O7S63
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Cotton; Cotton Linters; Cotton Seed; Flaxseed; Jute; Kapok; Orris Root; Sisal,COTTON; COTTON LINTERS; COTTON SEED; FLAXSEED; JUTE; KAPOK; ORRIS ROOT; SISAL,12/11/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract; Non-Standardized Plant Fiber Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-2195; 36987-2203; 36987-2211; 36987-2219; 36987-2227; 36987-2235; 36987-2251; 36987-2259,4110YT348C; 70LDW53ROO; 758Z9H9WV9; 7S4U9R5259; DI0ZRJ0MXN; M30XO5X4XD; MRJ91HVV4H; TVA75O7S63,AGAVE SISALANA FIBER; CEIBA PENTANDRA FIBER; CORCORUS CAPSULARIS FIBER; COTTON; COTTON FIBER; COTTON SEED; FLAX SEED; IRIS GERMANICA VAR. FLORENTINA ROOT,AGAVE SISALANA FIBER; CEIBA PENTANDRA FIBER; CORCORUS CAPSULARIS FIBER; COTTON; COTTON FIBER; COTTON SEED; FLAX SEED; IRIS GERMANICA VAR. FLORENTINA ROOT,4110YT348C; 70LDW53ROO; 758Z9H9WV9; 7S4U9R5259; DI0ZRJ0MXN; M30XO5X4XD; MRJ91HVV4H; TVA75O7S63
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Cotton; Cotton Linters; Cotton Seed; Flaxseed; Jute; Kapok; Orris Root; Sisal; Tobacco Leaf,COTTON; COTTON LINTERS; COTTON SEED; FLAXSEED; JUTE; KAPOK; ORRIS ROOT; SISAL; TOBACCO LEAF,12/11/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract; Non-Standardized Plant Fiber Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-2196; 36987-2204; 36987-2212; 36987-2220; 36987-2228; 36987-2236; 36987-2244; 36987-2252; 36987-2260,4110YT348C; 6YR2608RSU; 70LDW53ROO; 758Z9H9WV9; 7S4U9R5259; DI0ZRJ0MXN; M30XO5X4XD; MRJ91HVV4H; TVA75O7S63,AGAVE SISALANA FIBER; CEIBA PENTANDRA FIBER; CORCORUS CAPSULARIS FIBER; COTTON; COTTON FIBER; COTTON SEED; FLAX SEED; IRIS GERMANICA VAR. FLORENTINA ROOT; TOBACCO LEAF,AGAVE SISALANA FIBER; CEIBA PENTANDRA FIBER; CORCORUS CAPSULARIS FIBER; COTTON; COTTON FIBER; COTTON SEED; FLAX SEED; IRIS GERMANICA VAR. FLORENTINA ROOT; TOBACCO LEAF,4110YT348C; 6YR2608RSU; 70LDW53ROO; 758Z9H9WV9; 7S4U9R5259; DI0ZRJ0MXN; M30XO5X4XD; MRJ91HVV4H; TVA75O7S63
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Cotton; Cotton Linters; Cotton Seed; Flaxseed; Jute; Kapok; Orris Root; Sisal; Tobacco Leaf,COTTON; COTTON LINTERS; COTTON SEED; FLAXSEED; JUTE; KAPOK; ORRIS ROOT; SISAL; TOBACCO LEAF,12/11/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract; Non-Standardized Plant Fiber Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-2197; 36987-2205; 36987-2213; 36987-2221; 36987-2229; 36987-2237; 36987-2245; 36987-2253; 36987-2261,4110YT348C; 6YR2608RSU; 70LDW53ROO; 758Z9H9WV9; 7S4U9R5259; DI0ZRJ0MXN; M30XO5X4XD; MRJ91HVV4H; TVA75O7S63,AGAVE SISALANA FIBER; CEIBA PENTANDRA FIBER; CORCORUS CAPSULARIS FIBER; COTTON; COTTON FIBER; COTTON SEED; FLAX SEED; IRIS GERMANICA VAR. FLORENTINA ROOT; TOBACCO LEAF,AGAVE SISALANA FIBER; CEIBA PENTANDRA FIBER; CORCORUS CAPSULARIS FIBER; COTTON; COTTON FIBER; COTTON SEED; FLAX SEED; IRIS GERMANICA VAR. FLORENTINA ROOT; TOBACCO LEAF,4110YT348C; 6YR2608RSU; 70LDW53ROO; 758Z9H9WV9; 7S4U9R5259; DI0ZRJ0MXN; M30XO5X4XD; MRJ91HVV4H; TVA75O7S63
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Cotton; Cotton Linters; Cotton Seed; Flaxseed; Jute; Kapok; Orris Root; Sisal; Tobacco Leaf,COTTON; COTTON LINTERS; COTTON SEED; FLAXSEED; JUTE; KAPOK; ORRIS ROOT; SISAL; TOBACCO LEAF,12/11/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Plant Allergenic Extract; Non-Standardized Plant Fiber Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-2194; 36987-2202; 36987-2210; 36987-2218; 36987-2226; 36987-2234; 36987-2242; 36987-2250; 36987-2258,4110YT348C; 6YR2608RSU; 70LDW53ROO; 758Z9H9WV9; 7S4U9R5259; DI0ZRJ0MXN; M30XO5X4XD; MRJ91HVV4H; TVA75O7S63,AGAVE SISALANA FIBER; CEIBA PENTANDRA FIBER; CORCORUS CAPSULARIS FIBER; COTTON; COTTON FIBER; COTTON SEED; FLAX SEED; IRIS GERMANICA VAR. FLORENTINA ROOT; TOBACCO LEAF,AGAVE SISALANA FIBER; CEIBA PENTANDRA FIBER; CORCORUS CAPSULARIS FIBER; COTTON; COTTON FIBER; COTTON SEED; FLAX SEED; IRIS GERMANICA VAR. FLORENTINA ROOT; TOBACCO LEAF,4110YT348C; 6YR2608RSU; 70LDW53ROO; 758Z9H9WV9; 7S4U9R5259; DI0ZRJ0MXN; M30XO5X4XD; MRJ91HVV4H; TVA75O7S63
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102223,Cricket,CRICKET,11/12/2009,Non-Standardized Insect Allergenic Extract,,ANTIGEN LABORATORIES INC,1974/03/23-,49288-0160,P9S201X6LH,ACHETA DOMESTICUS,ACHETA DOMESTICUS,P9S201X6LH
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,761128,ADAKVEO,CRIZANLIZUMAB,6/26/2024,Selectin Blocker,2019,NOVARTIS PHARMACEUTICALS CORPORATION,2019/11/15-,0078-0883,L7451S9126,CRIZANLIZUMAB,CRIZANLIZUMAB,L7451S9126
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761388,Piasky,CROVALIMAB,6/28/2024,,2024,GENENTECH INC,2024/06/20-,50242-115,H9KH1GP3UU,CROVALIMAB,CROVALIMAB,H9KH1GP3UU
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,761036,DARZALEX; Darzalex IV,DARATUMUMAB,10/31/2024,CD38-directed Cytolytic Antibody,2015,JANSSEN BIOTECH INC,2015/11/16-; 2021/10/15-,57894-502; 57894-505,4Z63YK6E0E,DARATUMUMAB,DARATUMUMAB,4Z63YK6E0E
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761145,Darzalex Faspro,DARATUMUMAB AND HYALURONIDASE-FIHJ (HUMAN RECOMBINANT),8/8/2024,CD38-directed Cytolytic Antibody; Endoglycosidase,2020,JANSSEN BIOTECH INC,2020/05/01-,57894-503,4Z63YK6E0E; 743QUY4VD8,DARATUMUMAB; HYALURONIDASE (HUMAN RECOMBINANT),DARATUMUMAB; HYALURONIDASE (HUMAN RECOMBINANT),4Z63YK6E0E; 743QUY4VD8
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION; SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,103951,ARANESP,DARBEPOETIN ALFA,5/21/2024,Erythropoiesis-stimulating Agent,2001,AMGEN INC,2006/06/07-; 2006/08/14-; 2006/08/26-; 2006/09/11-,55513-002; 55513-003; 55513-004; 55513-005; 55513-006; 55513-021; 55513-023; 55513-025; 55513-027; 55513-028; 55513-032; 55513-057; 55513-098; 55513-111,15UQ94PT4P,DARBEPOETIN ALFA,DARBEPOETIN ALFA,15UQ94PT4P
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRAVENOUS; TOPICAL,BLA,125781,ELEVIDYS,DELANDISTROGENE MOXEPARVOVEC-ROKL,9/6/2024,,2023,SAREPTA THERAPEUTICS INC,2023/06/22-,60923-501; 60923-502; 60923-503; 60923-504; 60923-505; 60923-506; 60923-507; 60923-508; 60923-509; 60923-510; 60923-511; 60923-512; 60923-513; 60923-514; 60923-515; 60923-516; 60923-517; 60923-518; 60923-519; 60923-520,2P6QV2ZE52; ND2M416302,Isopropyl Alcohol; delandistrogene moxeparvovec,Isopropyl Alcohol; delandistrogene moxeparvovec,2P6QV2ZE52; ND2M416302
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,125320,Prolia,DENOSUMAB,3/8/2024,RANK Ligand Inhibitor,2010,AMGEN INC,2010/06/05-,55513-710,4EQZ6YO2HI,DENOSUMAB,DENOSUMAB,4EQZ6YO2HI
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,125320,XGEVA,DENOSUMAB,1/12/2024,RANK Ligand Inhibitor,2010,AMGEN INC,2010/11/18-,55513-730,4EQZ6YO2HI,DENOSUMAB,DENOSUMAB,4EQZ6YO2HI
HUMAN PRESCRIPTION DRUG LABEL,CONCENTRATE,INTRADERMAL; PERCUTANEOUS; SUBCUTANEOUS,BLA,101834;101835,Standardized Mite Dermatophagoides farinae; Standardized Mite Dermatophagoides pteronyssinus; Standardized Mite Mix Dermatophagoides farinae and Dermatophagoides pteronyssinus,DERMATOPHAGOIDES FARINAE; DERMATOPHAGOIDES FARINAE AND DERMATOPHAGOIDES PTERONYSSINUS; DERMATOPHAGOIDES PTERONYSSINUS,10/7/2019,Standardized Insect Allergenic Extract,1987,GREER LABORATORIES INC,1987/02/02-; 1989/06/27-; 2010/02/03-,22840-0033; 22840-0034; 22840-0035; 22840-0036; 22840-0037; 22840-0038; 22840-0039; 22840-0040,57L1Z5378K; PR9U2YPF3Q,DERMATOPHAGOIDES FARINAE; DERMATOPHAGOIDES PTERONYSSINUS,DERMATOPHAGOIDES FARINAE; DERMATOPHAGOIDES PTERONYSSINUS,57L1Z5378K; PR9U2YPF3Q
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,020563;205747,Humalog; Humalog Junior KwikPen; Humalog KwikPen; Humalog Tempo Pen; Sterile Diluent,DILUENT; INSULIN LISPRO,8/6/2024,Insulin Analog,1996,ELI LILLY AND COMPANY,1987/07/10-; 1996/06/14-; 1998/02/20-; 2007/09/06-; 2015/05/26-,0002-0800; 0002-7510; 0002-7516; 0002-7533; 0002-7712; 0002-7714; 0002-8213; 0002-8799,059QF0KO0R; GFX7QIS1II,Insulin lispro; water,Insulin lispro; water,059QF0KO0R; GFX7QIS1II
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,125516,Unituxin,DINUTUXIMAB,4/12/2024,Glycolipid Disialoganglioside-directed Antibody,2015,UNITED THERAPEUTICS CORPORATION,2015/03/10-,66302-014,7SQY4ZUD30,DINUTUXIMAB,DINUTUXIMAB,7SQY4ZUD30
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761248,Kisunla,DONANEMAB-AZBT,7/2/2024,,2024,ELI LILLY AND COMPANY,2024/07/02-,0002-9401,1ADB65P1KK,donanemab,donanemab,1ADB65P1KK
HUMAN PRESCRIPTION DRUG LABEL,SUSPENSION,RECTAL,BLA,125739,Rebyota,DONOR HUMAN STOOL,1/24/2023,,2022,FERRING PHARMACEUTICALS INC,2023/01/09-,55566-9800,3TVP4E28JR,Donor Human Stool,Donor Human Stool,3TVP4E28JR
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,INHALATION,BLA,103532,Pulmozyme,DORNASE ALFA,7/9/2024,Recombinant Human Deoxyribonuclease 1,1993,GENENTECH INC,1993/12/30-,50242-100,953A26OA1Y,DORNASE ALFA,DORNASE ALFA,953A26OA1Y
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,761174,Jemperli,DOSTARLIMAB,8/1/2024,Programmed Death Receptor-1 Blocking Antibody,2021,GLAXOSMITHKLINE LLC,2021/04/22-,0173-0898,P0GVQ9A4S5,DOSTARLIMAB,DOSTARLIMAB,P0GVQ9A4S5
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,125469,Trulicity,DULAGLUTIDE,11/1/2024,GLP-1 Receptor Agonist,2014,ELI LILLY AND COMPANY,2014/09/18-; 2020/09/03-,0002-1433; 0002-1434; 0002-2236; 0002-3182,WTT295HSY5,Dulaglutide,Dulaglutide,WTT295HSY5
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,125469,Trulicity,DULAGLUTIDE,12/12/2023,GLP-1 Receptor Agonist,2014,A S MEDICATION SOLUTIONS,2014/09/18-,50090-3483; 50090-3484,WTT295HSY5,DULAGLUTIDE,DULAGLUTIDE,WTT295HSY5
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,125469,Trulicity,DULAGLUTIDE,12/9/2023,GLP-1 Receptor Agonist,2014,A S MEDICATION SOLUTIONS,2020/09/03-,50090-5467,WTT295HSY5,DULAGLUTIDE,DULAGLUTIDE,WTT295HSY5
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,125469,TRULICITY,DULAGLUTIDE,8/5/2023,GLP-1 Receptor Agonist,2014,A S MEDICATION SOLUTIONS,2020/09/03-,50090-6571,WTT295HSY5,DULAGLUTIDE,DULAGLUTIDE,WTT295HSY5
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,125469,TRULICITY,DULAGLUTIDE,5/3/2023,GLP-1 Receptor Agonist,2014,A S MEDICATION SOLUTIONS,2014/09/18-,50090-6456,WTT295HSY5,DULAGLUTIDE,DULAGLUTIDE,WTT295HSY5
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,125469,TRULICITY,DULAGLUTIDE,5/3/2023,GLP-1 Receptor Agonist,2014,A S MEDICATION SOLUTIONS,2014/09/18-,50090-6453,WTT295HSY5,DULAGLUTIDE,DULAGLUTIDE,WTT295HSY5
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761055,Dupixent,DUPILUMAB,9/27/2024,Interleukin-4 Receptor alpha Antagonist,2017,SANOFI AVENTIS U S LLC,2017/03/28-; 2018/10/19-; 2020/06/19-; 2021/06/14-; 2021/10/20-,0024-5911; 0024-5914; 0024-5915; 0024-5918; 0024-5919,420K487FSG,Dupilumab,Dupilumab,420K487FSG
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761069,IMFINZI,DURVALUMAB,8/15/2024,Programmed Death Ligand-1 Blocker,2017,ASTRAZENECA PHARMACEUTICALS LP,2017/05/01-,0310-4500; 0310-4611,28X28X9OKV,DURVALUMAB,DURVALUMAB,28X28X9OKV
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,125277,Kalbitor,ECALLANTIDE,12/15/2023,Plasma Kallikrein Inhibitor,2009,TAKEDA PHARMACEUTICALS AMERICA INC,2010/02/02-,47783-101,5Q6TZN2HNM,Ecallantide,Ecallantide,5Q6TZN2HNM
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,125166,SOLIRIS,ECULIZUMAB,9/24/2024,Complement Inhibitor,2007,ALEXION PHARMACEUTICALS INC,2007/04/02-,25682-001,A3ULP0F556,ECULIZUMAB,ECULIZUMAB,A3ULP0F556
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761134,RYZNEUTA,EFBEMALENOGRASTIM ALFA-VUXW,3/20/2024,Leukocyte Growth Factor,2023,EVIVE BIOTECHNOLOGY SINGAPORE PTE LTD,2023/11/23-,73491-627,5UPW5HJW3O,EFBEMALENOGRASTIM ALFA,EFBEMALENOGRASTIM ALFA,5UPW5HJW3O
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,761195,VYVGART,EFGARTIGIMOD ALFA,10/21/2024,Neonatal Fc Receptor Blocker,2021,ARGENX US,2021/12/17-,73475-3041,961YV2O515,EFGARTIGIMOD ALFA,EFGARTIGIMOD ALFA,961YV2O515
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761304,VYVGART Hytrulo,EFGARTIGIMOD ALFA AND HYALURONIDASE (HUMAN RECOMBINANT),8/14/2024,Endoglycosidase; Neonatal Fc Receptor Blocker,2023,ARGENX US,2023/06/20-,73475-3102,743QUY4VD8; 961YV2O515,EFGARTIGIMOD ALFA; HYALURONIDASE (HUMAN RECOMBINANT),EFGARTIGIMOD ALFA; HYALURONIDASE (HUMAN RECOMBINANT),743QUY4VD8; 961YV2O515
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761148,Rolvedon,EFLAPEGRASTIM-XNST,11/8/2023,Leukocyte Growth Factor,2022,SPECTRUM PHARMACEUTICALS INC,2022/10/18-,76961-101,UT99UG9QJX,EFLAPEGRASTIM,EFLAPEGRASTIM,UT99UG9QJX
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAMUSCULAR,BLA,761092,Revcovi,ELAPEGADEMASE-LVLR,8/31/2022,,2018,CHIESI USA INC,2018/10/05-,10122-502,9R3D3Y0UHS,ELAPEGADEMASE,ELAPEGADEMASE,9R3D3Y0UHS
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,BLA,125460,VIMIZIM,ELOSULFASE ALFA,1/21/2021,Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme,2014,BIOMARIN PHARMACEUTICAL INC,2014/02/14-,68135-100,ODJ69JZG85,ELOSULFASE ALFA,ELOSULFASE ALFA,ODJ69JZG85
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,761035,EMPLICITI,ELOTUZUMAB,3/22/2022,SLAMF7-directed Immunostimulatory Antibody,2015,E R SQUIBB AND SONS L L C,2015/11/30-,0003-2291; 0003-4522,1351PE5UGS,ELOTUZUMAB,ELOTUZUMAB,1351PE5UGS
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761345,Elrexfio,ELRANATAMAB-BCMM,8/16/2023,,2023,U S PHARMACEUTICALS,2023/08/15-,63539-252,L0HR9A577V,ELRANATAMAB,ELRANATAMAB,L0HR9A577V
